id,original_address_1,original_address_2,standardized_address_1,standardized_address_2,match_level,confidence_score,analysis,method_used,timestamp,status
155,"Rudolf Dieselstr. 25, Winterthur, 8404, CHE","Rudolf Dieselstr. 25, CHE","Rudolf Dieselstrasse 25, Winterthur, Zurich, 8404, Switzerland","Rudolf Dieselstrasse 25, Winterthur, Zurich, 8404, Switzerland",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:15.310754,success
156,"Steinackerstrasse 45    ,Kloten,8302,CHE","Steinackerstrasse 45,CHE","Steinackerstrasse 45, Kloten, 8302, Zurich, Switzerland","Steinackerstrasse 45, Kloten, Zurich, Switzerland",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:35.688440,success
157,"6, route du Grand Lancy    ,Geneva,CHE","17 Rue de Lausanne,1201,CHE","6 Route du Grand Lancy, Geneva, 1205, Geneva, Switzerland","17 Rue de Lausanne, Geneva, 1201, Geneva, Switzerland",DIFFERENT,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:35.688440,success
158,"Lamone (Manno), Switzerland-Via Pra d'Ia 1-Centro MVA One-200560N Office 2.1, Warehouse -1.1-Lamone-6814 200560N,Lamone,6814,CHE","3rd Floor Connaught House_x000D_
1 Burlington Road_x000D_
 _x000D_,1 Burlington Road,Dublin,D04C5Y6,IRL","Via Pra d'Ia 1, Centro MVA One, Office 2.1, Warehouse -1.1, Lamone, 6814, Ticino, Switzerland","3rd Floor Connaught House, 1 Burlington Road, Dublin, D04 C5Y6, Dublin, Ireland",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:35.688440,success
159,"Mont-sur-Lausanne,  Switzerland-En Budronn E7-200603N 1st Basement-Mont-sur-Lausanne-1052 200603N,Mont-sur-Lausanne,1052,CHE","Avenue Paul Pastur 41

6032 MONT-SUR-MARCHIENNE
%1,MONT-SUR-MARCHIENNE,6032,BEL","En Budronn E7, 1st Basement, Mont-sur-Lausanne, 1052, Vaud, Switzerland","Avenue Paul Pastur 41, Mont-sur-Marchienne, 6032, Hainaut, Belgium",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:35.688440,success
160,"Mont-sur-Lausanne, Switzerland-Branch-En Budron E7-200604N Ground Floor, Floor 1, 2 & Basement-Mont-sur-Lausanne-1052 200604N,Mont-sur-Lausanne,1052,CHE","Avenue Paul Pastur 41

6032 MONT-SUR-MARCHIENNE
%1,MONT-SUR-MARCHIENNE,6032,BEL","En Budron E7, Ground Floor, Floor 1, 2 & Basement, Mont-sur-Lausanne, 1052, Vaud, Switzerland","Avenue Paul Pastur 41, Mont-sur-Marchienne, 6032, Hainaut, Belgium",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:35.688440,success
161,"Mont-sur-Lausanne, Switzerland-IREF-En Budronn E7-200658N Ground floor-Mont-sur-Lausanne-1052 200658N,Mont-sur-Lausanne,1052,CHE","Avenue Paul Pastur 41

6032 MONT-SUR-MARCHIENNE
%1,MONT-SUR-MARCHIENNE,6032,BEL","En Budronn E7, Ground Floor, Mont-sur-Lausanne, 1052, Vaud, Switzerland","Avenue Paul Pastur 41, Mont-sur-Marchienne, 6032, Hainaut, Belgium",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:57.558784,success
162,"Pfaffikon, Switzerland-Bahnweg 11-31582-T Schwyz-Basement to Floor 5-Pfaffikon-8808 31582-T,Pfaffikon,8808,CHE","_x000D_
T Hofveld 6d_x000D_
 _x000D_,T Hofveld 6d,GROOT-BIJGAARDEN,1702,BEL","Bahnweg 11, Basement to Floor 5, Pfaffikon, 8808, Schwyz, Switzerland","T Hofveld 6d, Groot-Bijgaarden, 1702, Flemish Brabant, Belgium",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:57.558784,success
163,"Flughaffenstrasse,Basel,4030,CHE","Flughafenstrasse, Basel,4030,CHE","Flughafenstrasse, Basel, 4030, Basel-Stadt, Switzerland","Flughafenstrasse, Basel, 4030, Basel-Stadt, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:57.558784,success
164,"Hochstrasse 201    ,Schaffhausen,CHE","Robert-Koch-Straße 1,22851,GER","Hochstrasse 201, Schaffhausen, 8200, Schaffhausen, Switzerland","Robert-Koch-Straße 1, Norderstedt, 22851, Schleswig-Holstein, Germany",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:57.558784,success
165,"Eimattstrasse 3,Oberdorf BL,4436,CHE","22 Mattenstrasse_x000D_
 _x000D_
 _x000D_,Basel,4058,CHE","Eimattstrasse 3, Oberdorf, 4436, Basel-Landschaft, Switzerland","Mattenstrasse 22, Basel, 4058, Basel-Stadt, Switzerland",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:42:57.558784,success
166,"Es-che, Zurich    ,Zurich,CHE","Hardturmstrasse 181
3rd Floor
Zurich, CHE 8005
Switzerland
%1,DEU","Escher-Wyss-Platz, Zurich, Zurich, Switzerland","Hardturmstrasse 181, 3rd Floor, Zurich, Zurich, 8005, Switzerland",DIFFERENT,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:43:15.149265,success
167,"Rybna 14/682, Prague Stock Exchange    ,Prague,CHE","15000,CZE","Rybna 14/682, Prague Stock Exchange, Prague, Czech Republic","Prague, 15000, Czech Republic",POSSIBLY_RELATED,50,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:43:15.149265,success
168,"Gubelstrasse 36,Zug,6300,CHE",,,,NO_MATCH,0,One or both addresses are empty,validation_check,2025-08-22T10:43:15.149265,empty_address
169,"Bösch 21    ,Hünenberg,6331,CHE","61 Southwark Street, 
London

London
SE1 0HL
United Kingdom,London,SE1 0HL,GBR","Bösch 21, Hünenberg, 6331, Switzerland","61 Southwark Street, London, SE1 0HL, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:43:15.149265,success
170,"Rothausstrasse 61,Muttenz,4132,CHE","61 Southwark Street, 
London

London
SE1 0HL
United Kingdom,London,SE1 0HL,GBR","Rothausstrasse 61, Muttenz, 4132, Switzerland","61 Southwark Street, London, SE1 0HL, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:43:15.149265,success
171,"Route des Avouillons 32    ,Gland,CHE","Route Des Avouillons 32_x000D_
 _x000D_
 _x000D_,Gland,1196,CHE","Route des Avouillons 32, Gland, Vaud, 1196, Switzerland","Route des Avouillons 32, Gland, Vaud, 1196, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:43:34.606858,success
172,"Vulkanstr. 106    ,Zürich,8010,CHE","Vulkanstrasse 106
8048 Zürich
%1,Zürich,8048,CHE","Vulkanstrasse 106, Zürich, Zurich, 8010, Switzerland","Vulkanstrasse 106, Zürich, Zurich, 8048, Switzerland",PROBABLE_MATCH,70,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:43:34.606858,success
173,"Route des Avouillons 32    ,Gland,CHE","Route des Avouillons,1196,CHE","Route des Avouillons 32, Gland, Vaud, 1196, Switzerland","Route des Avouillons, Gland, Vaud, 1196, Switzerland",VERY_LIKELY_MATCH,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:43:34.606858,success
174,"Theaterstrasse 15C    ,Winterthur,CHE","Colisée Gardens, 8-14 Avenue de l'Arche 
92400  COURBEVOIE
France,COURBEVOIE,92400,FRA","Theaterstrasse 15C, Winterthur, Zurich, 8400, Switzerland","8-14 Avenue de l'Arche, Courbevoie, Île-de-France, 92400, France",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:43:34.606858,success
175,"Route de Pré-Bois 20    ,Meyrin,1217,CHE","ICC Building-Bloc-A
20 Route de Pre-Bois
1215 GENEVE
Switzerland,GENEVE,1215,CHE","Route de Pré-Bois 20, Meyrin, Geneva, 1217, Switzerland","Route de Pré-Bois 20, Geneva, Geneva, 1215, Switzerland",PROBABLE_MATCH,75,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:43:34.606858,success
176,"Icc Centre    ,Geneva,CHE","ICC Building-Bloc-A
20 Route de Pre-Bois
1215 GENEVE
Switzerland,GENEVE,1215,CHE","ICC Centre, Geneva, Geneva, Switzerland","ICC Building Bloc A, 20 Route de Pre-Bois, 1215 Geneva, Geneva, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:43:53.681344,success
177,"Citer De L'Ouest 2    ,Neuchatel,CHE","Zone d'activites Ouest Park,FRA","Citer De L'Ouest 2, Neuchatel, Neuchatel, Switzerland","Zone d'activites Ouest Park, France",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:43:53.681344,success
178,"Klybeckstrasse 191    ,Basel,4057,CHE","_x000D_
Von Geusaustraat 191_x000D_
 _x000D_,Von Geusaustraat 191,Voorburg,2274 RJ,NLD","Klybeckstrasse 191, Basel, 4057, Basel-Stadt, Switzerland","Von Geusaustraat 191, Voorburg, 2274 RJ, South Holland, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:43:53.681344,success
179,"Rothausstrasse 61,Muttenz,4132,CHE","61 Southwark Street_x000D_
 _x000D_
 _x000D_,London,SE1 0HL,GBR","Rothausstrasse 61, Muttenz, 4132, Basel-Landschaft, Switzerland","61 Southwark Street, London, SE1 0HL, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:43:53.681344,success
180,"Rotboden 1    ,Niederbipp,4704,CHE","61 Southwark Street, 
London

London
SE1 0HL
United Kingdom,London,SE1 0HL,GBR","Rotboden 1, Niederbipp, 4704, Bern, Switzerland","61 Southwark Street, London, SE1 0HL, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:43:53.681344,success
181,"BATIMENTS GIGAPLEX RUE DES MOULIERES 12,Meyrin,1217,CHE","Route des Moulières 12 
CH-1217 Meyrin 

Switzerland,CHE","Batiments Gigaplex Rue des Moulières 12, Meyrin, 1217, Switzerland","Route des Moulières 12, Meyrin, 1217, Switzerland",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:12.185730,success
182,"BATIMENTS GIGAPLEX RUE DES MOULIERES 12,Meyrin,1217,CHE","Route des Moulières 6, 1217 Meyrin IRM,CHE","Batiments Gigaplex Rue des Moulières 12, Meyrin, 1217, Switzerland","Route des Moulières 6, Meyrin, 1217, Switzerland",POSSIBLY_RELATED,60,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:12.185730,success
183,"Hohenrainstrasse 24,Pratteln,4133,CHE","1551 S WASHINGTON AVE_x000D_
_x000D_
_x000D_,Piscataway,08854,USA","Hohenrainstrasse 24, Pratteln, 4133, Switzerland","1551 South Washington Avenue, Piscataway, New Jersey, 08854, United States",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:12.185730,success
184,"Paulstrasse 12,Winterthur,8400,CHE","Vulkanstrasse 106
8048 Zürich
%1,Zürich,8048,CHE","Paulstrasse 12, Winterthur, 8400, Switzerland","Vulkanstrasse 106, Zürich, 8048, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:12.185730,success
185,"Winterthur,CHE","Colisée Gardens, 8-14 Avenue de l'Arche 
92400  COURBEVOIE
France,COURBEVOIE,92400,FRA","Winterthur, Switzerland","Colisée Gardens, 8-14 Avenue de l'Arche, Courbevoie, 92400, France",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:12.185730,success
186,"Schliener,CHE","Belgium,BEL","Schliener, Switzerland",Belgium,NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:30.655909,success
187,"Chemin de la Mairie 24,Perly,1258,CHE","Chemin de la Mairie 24,1213,CHE","Chemin de la Mairie 24, Perly, 1258, Switzerland","Chemin de la Mairie 24, 1213, Switzerland",POSSIBLY_RELATED,50,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:30.655909,success
188,"Zurcherstrasse 59/61    ,Thalwil,CHE","_x000D_
 _x000D_
Weesperstraat 61_x000D_,AMSTERDAM,1018 VN,NLD","Zurcherstrasse 59/61, Thalwil, Switzerland","Weesperstraat 61, Amsterdam, 1018 VN, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:30.655909,success
189,"Klybeckstrasse 191    ,Basel,4057,CHE","Uferstrasse 70. 4057,CHE","Klybeckstrasse 191, Basel, 4057, Switzerland","Uferstrasse 70, Basel, 4057, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:30.655909,success
190,"Fabrikstrasse 2 4056 Basel  ,Basel,4056,CHE","Lichtstrasse 35
4056 Basel
Switzerland,Basel,4056,CHE","Fabrikstrasse 2, Basel, 4056, Switzerland","Lichtstrasse 35, Basel, 4056, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:30.655909,success
191,"Neumühlequai 6,Zürich,8001,CHE","Boeing Avenue 8
1119 BW SCHIPHOL-RIJK
Netherlands,SCHIPHOL-RIJK,1119 BW,NLD","Neumühlequai 6, Zürich, 8001, Zurich, Switzerland","Boeing Avenue 8, Schiphol-Rijk, 1119 BW, North Holland, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:49.319932,success
192,"Hohenrainstrasse 24,Pratteln,4133,CHE","2-2-24 Higashi Shinagawa, Tennozu Central Tower, Shinagawa,Tokyo,JPN","Hohenrainstrasse 24, Pratteln, 4133, Basel-Landschaft, Switzerland","2-2-24 Higashi Shinagawa, Tennozu Central Tower, Shinagawa, Tokyo, Japan",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:49.319932,success
193,"Rte des Avouillons 32,Gland,1196,CHE","Route Des Avouillons 32_x000D_
 _x000D_
 _x000D_,Gland,1196,CHE","Route des Avouillons 32, Gland, 1196, Vaud, Switzerland","Route des Avouillons 32, Gland, 1196, Vaud, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:49.319932,success
194,"Lindbergh-Allee 1     ,Glattpark,8152,CHE","LINDBERGH ROAD, IPSWICH 
SUFFOLK
SUFFOLK
IP3 9FA
%1,SUFFOLK,IP3 9FA,GBR","Lindbergh-Allee 1, Glattpark, 8152, Zurich, Switzerland","Lindbergh Road, Ipswich, Suffolk, IP3 9FA, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:49.319932,success
195,"Beethovenstrasse 19    ,Zürich,8002,CHE","_x000D_
 _x000D_
Herikerbergweg 29 Apollo Build 1101cn_x000D_,AMSTERDAM,1101 CN,NLD","Beethovenstrasse 19, Zürich, 8002, Zurich, Switzerland","Herikerbergweg 29, Apollo Building, 1101 CN, Amsterdam, North Holland, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:44:49.319932,success
196,"Richtistrasse 7     ,Wallisellen,8304,CHE","7 Clifford Street_x000D_
 _x000D_
 _x000D_,London,W1S 2FT,GBR","Richtistrasse 7, Wallisellen, 8304, Zurich, Switzerland","7 Clifford Street, London, W1S 2FT, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:07.343423,success
197,"Route de Thonon 153    ,Vésenaz,1222,CHE","_x000D_
98 Rue de la Fusée_x000D_
 _x000D_,98 Rue de la Fusée,Brussels,1130,BEL","Route de Thonon 153, Vésenaz, 1222, Geneva, Switzerland","98 Rue de la Fusée, Brussels, 1130, Brussels-Capital, Belgium",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:07.344423,success
198,"Freiburgstrasse 251,Bern,3018,CHE","5th, 8th and 14th Floor, Brunel House_x000D_
2 Fitzalan Road_x000D_
 _x000D_,2 Fitzalan Road,Cardiff,CF24 0EB,GBR","Freiburgstrasse 251, Bern, 3018, Bern, Switzerland","2 Fitzalan Road, Cardiff, CF24 0EB, Wales, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:07.344423,success
199,"Industriestrasse 16,Rafz,8197,CHE","Industriestrasse 16 Zur01 Propco Gmbh_x000D_
 _x000D_
 _x000D_,Rafz,8197,CHE","Industriestrasse 16, Rafz, 8197, Zurich, Switzerland","Industriestrasse 16, Rafz, 8197, Zurich, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:07.344423,success
200,"17 rue de Lausanne     ,Genève,1201,CHE","17 Rue de Lausanne,1201,CHE","17 Rue de Lausanne, Genève, 1201, Geneva, Switzerland","17 Rue de Lausanne, Genève, 1201, Geneva, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:07.344423,success
201,"Hohenrainstrasse, 4133 Pratteln, Schweiz    ,Pratteln,4133,CHE","_x000D_
Herengracht 436_x000D_
NLRLG001_x000D_,Herengracht 436,Amsterdam,1017 BZ,NLD","Hohenrainstrasse, Pratteln, Basel-Landschaft, 4133, Switzerland","Herengracht 436, Amsterdam, North Holland, 1017 BZ, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:29.208858,success
202,"Klybeckerstrasse 191, Basel 4057    ,Basel,4057,CHE","Klybeckstrasse 141
4057 Basel
%1,Basel,4057,CHE","Klybeckstrasse 191, Basel, Basel-Stadt, 4057, Switzerland","Klybeckstrasse 141, Basel, Basel-Stadt, 4057, Switzerland",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:29.208858,success
203,"Klybeckstrasse 191    ,Basel,4057,CHE","Translation & Innovation Hub (I-HUB) 84 Wood Lane_x000D_
 _x000D_
 _x000D_,London,W12 0BZ,GBR","Klybeckstrasse 191, Basel, Basel-Stadt, 4057, Switzerland","84 Wood Lane, London, Greater London, W12 0BZ, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:29.208858,success
204,"Hohenrainstrasse    ,Pratteln,4133,CHE","_x000D_
Herengracht 436_x000D_
NLRLG001_x000D_,Herengracht 436,Amsterdam,1017 BZ,NLD","Hohenrainstrasse, Pratteln, Basel-Landschaft, 4133, Switzerland","Herengracht 436, Amsterdam, North Holland, 1017 BZ, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:29.208858,success
205,"c/o Thomson Reuters 22 Mattenstrasse 4058 Basel, Switzerland,NULL,CHE","22 Mattenstrasse
4058 Basel
Switzerland,Basel,4058,CHE","22 Mattenstrasse, Basel, Basel-Stadt, 4058, Switzerland","22 Mattenstrasse, Basel, Basel-Stadt, 4058, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:29.208858,success
206,"Lichtstrasse 35,Basel,4056,CHE","Lichtstrasse 35_x000D_
 _x000D_
 _x000D_,Basel,4056,CHE","Lichtstrasse 35, Basel, 4056, Switzerland","Lichtstrasse 35, Basel, 4056, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:48.174820,success
207,"Rothausstrasse 61,Pratteln,4133,CHE","61 Southwark Street_x000D_
 _x000D_
 _x000D_,London,SE1 0HL,GBR","Rothausstrasse 61, Pratteln, 4133, Switzerland","61 Southwark Street, London, SE1 0HL, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:48.174820,success
208,"Rothausstrasse 61    ,Muttenz,4132,CHE","Rothausstrasse 61, 4132 Muttenz,CH","Rothausstrasse 61, Muttenz, 4132, Switzerland","Rothausstrasse 61, Muttenz, 4132, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:48.174820,success
209,"Klybeckstrasse,Basel,4057,CHE","Klybeckstr. 141, P 15, WKL-1358
4057 Basel
%1,Basel,4057,CHE","Klybeckstrasse, Basel, 4057, Switzerland","Klybeckstrasse 141, Basel, 4057, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:48.174820,success
210,"Rothausstrasse 61,Muttenz,4132,CHE","61 Southwark Street_x000D_
 _x000D_
 _x000D_,London,SE1 0HL,GBR","Rothausstrasse 61, Muttenz, 4132, Switzerland","61 Southwark Street, London, SE1 0HL, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:45:48.174820,success
211,"Syngenta Crop Protection AG Werk Rosental Schwarzwaldallee 215,Basel,4058,CHE","Syngenta Compton House_x000D_
 _x000D_
 _x000D_,GUILDFORD,GU3 1LR,GBR","Syngenta Crop Protection AG Werk Rosental Schwarzwaldallee 215, Basel, 4058, Switzerland","Syngenta Compton House, Guildford, GU3 1LR, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:07.750936,success
212,"Letzipark Baslerstrasse 50  ,Zurich,8048,CHE","Battery Park, Bristol Road_x000D_
 _x000D_
 _x000D_,Birmingham,B29 6SR,GBR","Letzipark Baslerstrasse 50, Zurich, 8048, Switzerland","Battery Park, Bristol Road, Birmingham, B29 6SR, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:07.750936,success
213,"Rue de Bains 33    ,Genève,1211,CHE","17 Rue de Lausanne,1201,CHE","Rue de Bains 33, Geneva, 1211, Switzerland","17 Rue de Lausanne, Geneva, 1201, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:07.750936,success
214,"Baar,6340,CHE","Sherard Building, Edmund Halley Road_x000D_
 _x000D_
 _x000D_,Littlemore,OX4 4DQ,GBR","Baar, 6340, Switzerland","Sherard Building, Edmund Halley Road, Littlemore, OX4 4DQ, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:07.750936,success
215,"Switzerland Home Location,Switzerland Home Location,CHE","Nurses Home, Great Ormond Street,_x000D_
Guildford street_x000D_
 _x000D_,Guildford street,London,WC1N 1EH,GBR","Switzerland Home Location, Switzerland","Nurses Home, Great Ormond Street, Guildford Street, London, WC1N 1EH, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:07.750936,success
216,"Switzerland Other Location,Switzerland Other Location,CHE","Unit E5  Calmount Park  Calmount Road  Ballymount_x000D_
 _x000D_
 _x000D_,Dublin 12,POSTAL,IRL","Switzerland Other Location, Switzerland, CHE","Unit E5, Calmount Park, Calmount Road, Ballymount, Dublin 12, Ireland",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:27.971959,success
217,"Klybeckstrasse,Basel,4057,CHE","Klybeckstr. 141, P 15, WKL-1358
4057 Basel
%1,Basel,4057,CHE","Klybeckstrasse, Basel, 4057, Switzerland","Klybeckstrasse 141, P 15, WKL-1358, 4057 Basel, Switzerland",VERY_LIKELY_MATCH,90,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:27.971959,success
218,"Rothausstrasse 61,Muttenz,4132,CHE","61 Southwark Street_x000D_
 _x000D_
 _x000D_,London,SE1 0HL,GBR","Rothausstrasse 61, Muttenz, 4132, Switzerland","61 Southwark Street, London, SE1 0HL, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:27.971959,success
219,"Fabrikstrasse 2 4056 Basel  ,Basel,4056,CHE","Lichtstrasse 35
4056 Basel
Switzerland,Basel,4056,CHE","Fabrikstrasse 2, 4056 Basel, Switzerland","Lichtstrasse 35, 4056 Basel, Switzerland",DIFFERENT_BUT_NEARBY,45,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:27.971959,success
220,"Hohenrainstrasse 24,Pratteln,4133,CHE","KY0004A1 Ceres UAX, Anstruther Road, Ceres, Cupar, Fife KY15 5NH
KY15 5NH
%1,KY15 5NH,GBR","Hohenrainstrasse 24, Pratteln, 4133, Switzerland","KY0004A1 Ceres UAX, Anstruther Road, Ceres, Cupar, Fife, KY15 5NH, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:27.971959,success
221,"Petersplatz 1,Basel,4001,CHE","Radmarsh Road_x000D_
 _x000D_
 _x000D_,Nottingham,NG7 2GJ,GBR","Petersplatz 1, Basel, Basel-Stadt, 4001, Switzerland","Radmarsh Road, Nottingham, Nottinghamshire, NG7 2GJ, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:46.382972,success
222,"Gloriastrasse 35,Zürich,8092,CHE","Stationstrasse 33, Bruttisellen,8306,CHE","Gloriastrasse 35, Zürich, Zürich, 8092, Switzerland","Stationstrasse 33, Bruttisellen, Zürich, 8306, Switzerland",NO_MATCH,10,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:46.384123,success
223,"as Serv Prov for Snap Switzerland GmbH​ 22 Mattenstrasse Switzerland,Basel,4058,CHE","22 Mattenstrasse_x000D_
 _x000D_
 _x000D_,Basel,4058,CHE","22 Mattenstrasse, Basel, Basel-Stadt, 4058, Switzerland","22 Mattenstrasse, Basel, Basel-Stadt, 4058, Switzerland",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:46.384123,success
224,"Lichtstrasse 35,Basel,4056,CHE","Lichtstrasse 35_x000D_
 _x000D_
 _x000D_,Basel,4056,CHE","Lichtstrasse 35, Basel, Basel-Stadt, 4056, Switzerland","Lichtstrasse 35, Basel, Basel-Stadt, 4056, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:46.384123,success
225,"Schaffhauserstr. 101,Stein AG,4332,CHE","Schaffhauserstrasse_x000D_
 _x000D_
 _x000D_,Stein,4332,CHE","Schaffhauserstrasse 101, Stein, Aargau, 4332, Switzerland","Schaffhauserstrasse, Stein, Aargau, 4332, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:46:46.384123,success
